,Premise 1,Conclusion 1,Distractor 1,Conclusion 2,Distractor 2,Participant Group,Conclusion 1 Chosen,Conclusion 2 Chosen,participant_id
1731,blackbird,polar bear,bus,airplane,penguin,Distractor 2,False,True,639f294882a3797f77a3dd81
1732,duck,pelican,horse,pig,seagull,Distractor 2,False,False,639f294882a3797f77a3dd81
1733,pelican,polar bear,van,airplane,penguin,Distractor 2,False,False,639f294882a3797f77a3dd81
1734,owl,polar bear,bus,airplane,penguin,Distractor 2,False,False,639f294882a3797f77a3dd81
1735,robin,polar bear,car,airplane,penguin,Distractor 2,False,False,639f294882a3797f77a3dd81
1736,blackbird,mouse,car,airplane,hamster,Distractor 2,False,True,639f294882a3797f77a3dd81
1737,cobra,alligator,toad,frog,crocodile,Distractor 2,True,False,639f294882a3797f77a3dd81
1738,sparrow,mouse,bus,airplane,hamster,Distractor 2,False,True,639f294882a3797f77a3dd81
1739,owl,polar bear,car,airplane,penguin,Distractor 2,False,False,639f294882a3797f77a3dd81
1740,duck,pelican,horse,cow,seagull,Distractor 2,False,False,639f294882a3797f77a3dd81
1741,trout,sperm whale,horse,pig,whale,Distractor 2,True,False,639f294882a3797f77a3dd81
1742,blackbird,polar bear,car,airplane,penguin,Distractor 2,False,True,639f294882a3797f77a3dd81
1743,cat,hamster,zebra,horse,mouse,Distractor 2,True,False,639f294882a3797f77a3dd81
1744,pelican,polar bear,bus,airplane,penguin,Distractor 2,False,False,639f294882a3797f77a3dd81
1745,salmon,shark,sparrow,chicken,dolphin,Distractor 2,False,False,639f294882a3797f77a3dd81
1746,owl,cat,bus,airplane,lion,Distractor 2,False,True,639f294882a3797f77a3dd81
1747,tank,truck,pistol,rifle,car,Distractor 2,True,False,639f294882a3797f77a3dd81
1748,salmon,shark,horse,pig,dolphin,Distractor 2,False,False,639f294882a3797f77a3dd81
1749,snake,alligator,gecko,lizard,crocodile,Distractor 2,False,True,639f294882a3797f77a3dd81
